flat_type,flat_price,location,buildup_area_sqft,price_per_sqft,age_of_property,new_age,which_floor,furnishing,carpet_area,bedrooms,bathrooms,balcony,parking
3 BHK Flat,1.37,Mira Road East,1437.0,9500.0,Ready to move,,unknown,,958.0,3.0,4.0,4.0,Yes
3 BHK Flat,1.38,Mira Road East,1451.0,9480.0,Ready to move,,unknown,,958.0,3.0,4.0,4.0,Yes
2 BHK Flat,1.9,Sion,850.0,22350.0,2 BHK,,Higherof 39 floors,Semi Furnished,660.0,2.0,2.0,1.0,Yes
2 BHK Flat,0.97,Mira Road East,1093.0,8910.0,Ready to move,,unknown,,663.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.69,Mira Road East,823.0,8350.0,Ready to move,,unknown,,499.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.68,Mira Road East,757.0,8970.0,Ready to move,,unknown,,509.0,1.0,2.0,2.0,Yes
2 BHK Flat,1.0,Mira Road East,1145.0,8730.0,Ready to move,,unknown,,750.0,2.0,2.0,3.0,Yes
2 BHK Flat,1.01,Mira Road East,1097.0,9210.0,Ready to move,,unknown,,665.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.98,Mira Road East,1135.0,8630.0,Ready to move,,unknown,,702.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.7,Mira Road East,839.0,8320.0,Ready to move,,unknown,,509.0,1.0,2.0,1.0,Yes
2 BHK Flat,1.06,Mira Road East,1237.0,8530.0,Ready to move,,unknown,,750.0,2.0,2.0,2.0,Yes
2 BHK Flat,0.98,Mira Road East,1120.0,8710.0,Ready to move,,unknown,,679.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.97,Mira Road East,1155.0,8440.0,Ready to move,,unknown,,750.0,2.0,2.0,3.0,Yes
2 BHK Flat,1.06,Mira Road East,1062.0,9980.0,Ready to move,,unknown,,700.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.63,Mira Road East,594.0,10650.0,Ready to move,,unknown,,360.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.68,Mira Road East,841.0,8060.000000000001,Ready to move,,unknown,,510.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.62,Mira Road East,726.0,8590.0,Ready to move,,unknown,,440.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.92,Mira Road East,1031.0,8960.0,Ready to move,,unknown,,543.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.68,Mira Road East,775.0,8710.0,Ready to move,,unknown,,470.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.97,Mira Road East,1072.0,9100.0,Ready to move,,unknown,,595.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.67,Mira Road East,792.0,8400.0,Ready to move,,unknown,,480.0,1.0,2.0,1.0,Yes
1 BHK Flat,0.7,Mira Road East,785.0,8910.0,Ready to move,,unknown,,476.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.98,Mira Road East,1126.0,8690.0,Ready to move,,unknown,,683.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.64,Mira Road East,833.0,7720.0,Ready to move,,unknown,,505.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.62,Mira Road East,719.0,8590.0,Ready to move,,unknown,,436.0,1.0,2.0,2.0,Yes
2 BHK Flat,0.93,Mira Road East,1032.0,8990.0,Ready to move,,unknown,,626.0,2.0,2.0,2.0,Yes
2 BHK Flat,0.93,Mira Road East,1155.0,8020.0,Ready to move,,unknown,,700.0,2.0,2.0,2.0,Yes
2 BHK Flat,0.92,Mira Road East,1214.0,7560.0,Ready to move,,unknown,,736.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.63,Mira Road East,820.0,7710.0,Ready to move,,unknown,,505.0,1.0,2.0,3.0,Yes
2 BHK Flat,1.03,Mira Road East,1026.0,10090.0,Ready to move,,unknown,,719.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.67,Mira Road East,719.0,9280.0,Ready to move,,unknown,,460.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.7,Mira Road East,735.0,9490.0,Ready to move,,unknown,,446.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.93,Mira Road East,1064.0,8760.0,Ready to move,,unknown,,645.0,2.0,2.0,2.0,Yes
1 BHK Flat,0.65,Mira Road East,727.0,8920.0,Ready to move,,unknown,,441.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.0,Mira Road East,1186.0,8390.0,Ready to move,,unknown,,719.0,2.0,2.0,2.0,Yes
2 BHK Flat,0.98,Mira Road East,1045.0,9340.0,Ready to move,,unknown,,697.0,2.0,2.0,3.0,Yes
2 BHK Flat,1.0,Mira Road East,1099.0,9070.0,Ready to move,,unknown,,665.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.73,Mira Road East,715.0,10150.0,Ready to move,,unknown,,475.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.67,Mira Road East,751.0,8980.0,Ready to move,,unknown,,550.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.05,Mira Road East,1241.0,8460.0,Ready to move,,unknown,,777.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.65,Mira Road East,697.0,9320.0,Ready to move,,unknown,,423.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.7,Mira Road East,711.0,9830.0,Ready to move,,unknown,,470.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.63,Mira Road East,660.0,9500.0,Ready to move,,unknown,,400.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.94,Mira Road East,1105.0,8470.0,Ready to move,,unknown,,670.0,2.0,2.0,2.0,Yes
2 BHK Flat,1.18,Mira Road East,1281.0,9180.0,Ready to move,,unknown,,773.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.67,Mira Road East,823.0,8119.999999999999,Ready to move,,unknown,,499.0,1.0,2.0,2.0,Yes
2 BHK Flat,0.92,Mira Road East,1186.0,7740.0,Ready to move,,unknown,,719.0,2.0,2.0,2.0,Yes
2 BHK Flat,0.92,Mira Road East,1065.0,8650.0,Ready to move,,unknown,,646.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.66,Mira Road East,749.0,8790.0,Ready to move,,unknown,,451.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.93,Mira Road East,1023.0,9050.0,Ready to move,,unknown,,620.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.63,Mira Road East,816.0,7670.0,Ready to move,,unknown,,495.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.65,Mira Road East,811.0,7970.0,Ready to move,,unknown,,492.0,1.0,2.0,2.0,Yes
2 BHK Flat,0.93,Mira Road East,1050.0,8890.0,Ready to move,,unknown,,670.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.63,Mira Road East,715.0,8870.0,Ready to move,,unknown,,480.0,1.0,2.0,2.0,Yes
2 BHK Flat,0.93,Mira Road East,1065.0,8700.0,Ready to move,,unknown,,645.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.63,Mira Road East,874.0,7220.0,Ready to move,,unknown,,530.0,1.0,2.0,2.0,Yes
2 BHK Flat,1.06,Mira Road East,1105.0,9570.0,Ready to move,,unknown,,,2.0,,0.0,Yes
2 BHK Flat,0.94,Mira Road East,1090.0,8600.0,Ready to move,,unknown,,650.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.63,Mira Road East,750.0,8400.0,Ready to move,,unknown,,470.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.63,Mira Road East,740.0,8500.0,Ready to move,,unknown,,460.0,1.0,2.0,2.0,Yes
2 BHK Flat,0.9,Mira Road East,995.0,9070.0,2 BHK,,Middleof 30 floors,Semi Furnished,593.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.65,Mira Road East,627.0,10400.0,Ready to move,,unknown,,418.0,1.0,2.0,3.0,Yes
1 BHK Flat,0.39,Virar West,610.0,6310.0,1 Years Old,1.0,Middleof 14 floors,Semi Furnished,437.0,1.0,2.0,2.0,Yes
3 BHK Flat,5.31,Andheri West,1594.0,33310.0,1 Years Old,1.0,Lowerof 15 floors,Unfurnished,,3.0,,0.0,Yes
3 BHK Flat,4.15,Borivali East,1425.0,29120.0,3 Year Old,3.0,Lowerof 42 floors,Semi Furnished,1173.0,3.0,3.0,3.0,Yes
2 BHK Flat,3.2,Borivali East,1052.0,30420.0,3 Year Old,3.0,Middleof 42 floors,Unfurnished,935.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.4,Bandra East,859.0,27940.0,2 BHK,,Middleof 14 floors,Semi Furnished,639.0,2.0,2.0,0.0,Yes
4 BHK Flat,3.43,Mulund West,2240.0,15310.0,4 BHK,,Higherof 47 floors,Unfurnished,1400.0,4.0,4.0,1.0,Yes
5 BHK Flat,5.75,Mulund West,3760.0,15290.0,5 BHK,,Higherof 47 floors,Unfurnished,2350.0,5.0,5.0,1.0,Yes
1 BHK Flat,1.1,Kurla West,505.0,21780.0,Ready to move,,unknown,,400.0,1.0,1.0,0.0,Yes
2 BHK Flat,1.28,Goregaon West,600.0,21330.0,2 BHK,,Lowerof 7 floors,Unfurnished,,2.0,,0.0,no
1 BHK Flat,0.91,Borivali East,434.0,20970.0,1 Years Old,1.0,Middleof 17 floors,Unfurnished,,2.0,,0.0,no
1 BHK Flat,0.31,Naigaon East,580.0,5340.0,1 Years Old,1.0,Middleof 22 floors,Unfurnished,407.0,1.0,2.0,2.0,Yes
2 BHK Flat,0.48,Naigaon East,880.0,5450.0,1 Years Old,1.0,Higherof 22 floors,Unfurnished,570.0,2.0,3.0,3.0,Yes
3 BHK Flat,4.25,Goregaon West,1200.0,35420.0,Ready to move,,unknown,,1033.0,3.0,3.0,0.0,Yes
2 BHK Flat,0.91,Mira Road East,891.0,10210.0,2 BHK,,Lowerof 30 floors,Semi Furnished,637.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.66,Mira Road East,585.0,11260.0,1 BHK,,Lowerof 34 floors,Semi Furnished,418.0,1.0,2.0,0.0,Yes
3 BHK Flat,1.55,Mira Road East,1229.0,12600.0,3 BHK,,Middleof 34 floors,Semi Furnished,878.0,3.0,3.0,1.0,Yes
1 BHK Flat,0.67,Mira Road East,632.0,10590.0,1 BHK,,Lowerof 40 floors,Semi Furnished,452.0,1.0,2.0,0.0,Yes
3 BHK Flat,1.33,Mira Road East,1386.0,9600.0,3 BHK,,Middleof 39 floors,Semi Furnished,990.0,3.0,3.0,2.0,Yes
1 BHK Flat,0.65,Mira Road East,625.0,10400.0,1 BHK,,Lowerof 30 floors,Semi Furnished,447.0,1.0,2.0,1.0,Yes
2 BHK Flat,0.95,Mira Road East,956.0,9940.0,2 BHK,,Lowerof 36 floors,Semi Furnished,683.0,2.0,2.0,1.0,Yes
2 BHK Flat,0.97,Mira Road East,907.0,10690.0,2 BHK,,Lowerof 34 floors,Semi Furnished,648.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.02,Mira Road East,915.0,11130.0,2 BHK,,Middleof 40 floors,Semi Furnished,654.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.68,Kandivali East,900.0,18670.0,2 BHK,,Middleof 23 floors,Unfurnished,650.0,2.0,2.0,0.0,Yes
3 BHK Flat,4.72,Wadala,1290.0,36590.0,3 BHK,,Higherof 20 floors,Semi Furnished,1225.0,3.0,3.0,1.0,Yes
3 BHK Flat,7.5,Byculla,2500.0,30000.0,1 Years Old,1.0,Middleof 65 floors,Semi Furnished,1600.0,3.0,3.0,0.0,Yes
2 BHK Flat,3.0,Mahim,700.0,42860.0,2 BHK,,Middleof 38 floors,Semi Furnished,652.0,2.0,2.0,0.0,Yes
2 BHK Flat,3.06,Wadala,850.0,36000.0,2 BHK,,Middleof 44 floors,Semi Furnished,791.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.85,Vikhroli West,635.0,29130.0,2 BHK,,Middleof 39 floors,Unfurnished,,2.0,1.0,,Yes
3 BHK Flat,6.5,Mahim,1700.0,38230.0,3 BHK,,Higherof 45 floors,Semi Furnished,1250.0,3.0,3.0,2.0,Yes
1 BHK Flat,0.81,Kandivali West,610.0,13280.0,Ready to move,,unknown,,420.0,1.0,2.0,0.0,Yes
4 BHK Flat,7.5,Vikhroli East,2138.0,35080.0,4 BHK,,Lowerof 28 floors,Semi Furnished,2137.0,4.0,4.0,,no
3 BHK Flat,4.4,Vikhroli East,1277.0,34450.0,3 BHK,,Lowerof 28 floors,Semi Furnished,1276.0,3.0,3.0,,no
2 BHK Flat,4.54,Sion,938.0,48400.0,2 BHK,,Middleof 29 floors,,938.0,2.0,3.0,,no
2 BHK Flat,1.64,Chembur,837.0,19590.0,2 BHK,,Middleof 16 floors,Unfurnished,644.0,2.0,2.0,0.0,Yes
3 BHK Flat,2.45,Chembur,1235.0,19840.0,3 BHK,,Middleof 16 floors,Unfurnished,951.0,3.0,3.0,0.0,Yes
2 BHK Flat,2.3,Chembur,680.0,33820.0,1 Years Old,1.0,Middleof 17 floors,Semi Furnished,533.0,2.0,2.0,0.0,Yes
3 BHK Flat,4.1,Chembur,1365.0,30040.0,1 Years Old,1.0,Middleof 17 floors,Semi Furnished,1000.0,3.0,3.0,1.0,Yes
3 BHK Flat,2.09,Mira Road East,1499.0,13940.0,Ready to move,,unknown,,1053.0,3.0,3.0,1.0,Yes
3 BHK Flat,1.5,Mira Road East,1260.0,11870.0,Ready to move,,unknown,,1007.0,3.0,3.0,5.0,Yes
3 BHK Flat,1.65,Mira Road East,1520.0,10860.0,3 BHK,,Higherof 45 floors,Unfurnished,1040.0,3.0,3.0,1.0,Yes
3 BHK Flat,1.6,Mira Road East,1058.0,15090.0,Ready to move,,unknown,,915.0,3.0,3.0,4.0,Yes
3 BHK Flat,1.31,Mira Road East,1250.0,10480.0,3 BHK,,Higherof 20 floors,Unfurnished,1000.0,3.0,3.0,2.0,Yes
2 BHK Flat,1.4,Ghatkopar East,700.0,20000.0,2 BHK,,Higherof 16 floors,Unfurnished,577.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.24,Kandivali West,725.0,30900.0,2 BHK,,Higherof 19 floors,Unfurnished,679.0,2.0,2.0,1.0,Yes
3 BHK Flat,6.25,Parel,2000.0,31250.0,3 Year Old,3.0,Higherof 50 floors,Semi Furnished,1455.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.4,Ghatkopar East,638.0,21940.0,2 Year Old,2.0,Higherof 16 floors,Unfurnished,579.0,2.0,2.0,0.0,Yes
4 BHK Flat,14.5,Byculla,3420.0,42400.0,1 Years Old,1.0,Middleof 70 floors,Unfurnished,,3.0,1.0,,Yes
3 BHK Flat,7.0,Parel,2000.0,35000.0,2 Year Old,2.0,Higherof 50 floors,Fully Furnished,1455.0,3.0,4.0,0.0,Yes
2 BHK Flat,1.45,Ghatkopar East,638.0,22730.0,2 Year Old,2.0,Higherof 16 floors,Unfurnished,579.0,2.0,2.0,0.0,Yes
3 BHK Flat,0.65,Naigaon East,999.0,6530.0,Ready to move,,unknown,,795.0,3.0,2.0,2.0,Yes
3 BHK Flat,8.4,Prabhadevi,1800.0,46670.0,3 BHK,,Higherof 60 floors,Unfurnished,,3.0,,0.0,Yes
2 BHK Flat,3.8,Khar West,800.0,47500.0,4 Year Old,4.0,Higherof 14 floors,,680.0,2.0,2.0,0.0,Yes
3 BHK Flat,6.11,Khar West,1300.0,47000.0,2 Year Old,2.0,Middleof 8 floors,,,3.0,,0.0,Yes
3 BHK Flat,2.55,Borivali West,980.0,26020.0,1 Years Old,1.0,Middleof 12 floors,Unfurnished,,3.0,1.0,,Yes
3 BHK Flat,7.0,Khar West,1650.0,42420.0,2 Year Old,2.0,Higherof 14 floors,Semi Furnished,1400.0,3.0,3.0,0.0,Yes
1 BHK Flat,1.0,Jogeshwari West,550.0,18180.0,1 Years Old,1.0,Lowerof 21 floors,Unfurnished,355.0,1.0,1.0,0.0,no
3 BHK Flat,1.06,Mira Road East,1300.0,8150.0,Ready to move,,unknown,,900.0,3.0,3.0,3.0,no
2 BHK Flat,1.11,Mira Road East,902.0,12350.0,Ready to move,,unknown,,652.0,2.0,1.0,2.0,no
2 BHK Flat,1.0,Vikhroli East,700.0,14290.0,1 Years Old,1.0,Higherof 22 floors,Unfurnished,545.0,2.0,2.0,0.0,Yes
3 BHK Flat,5.0,Sion,1400.0,35710.0,1 Years Old,1.0,Middleof 29 floors,Unfurnished,1300.0,3.0,3.0,1.0,Yes
1 BHK Flat,1.6,Sion,610.0,26230.0,1 Years Old,1.0,Lowerof 43 floors,Fully Furnished,460.0,1.0,1.0,2.0,Yes
3 BHK Flat,1.02,Mira Road East,1400.0,7290.0,Ready to move,,unknown,,1050.0,3.0,1.0,4.0,no
2 BHK Flat,1.11,Mira Road East,1005.0,11040.0,Ready to move,,unknown,,755.0,2.0,1.0,0.0,no
3 BHK Flat,8.58,Mahalakshmi,1600.0,53630.0,3 BHK,,Lowerof 63 floors,Semi Furnished,1450.0,3.0,3.0,0.0,Yes
3 BHK Flat,1.33,Mira Road East,936.0,14210.0,Ready to move,,unknown,,686.0,3.0,1.0,3.0,no
2 BHK Flat,1.3,Mira Road East,809.0,16070.0,Ready to move,,unknown,,559.0,2.0,1.0,3.0,no
3 BHK Flat,8.5,Worli,2100.0,40480.0,2 Year Old,2.0,Middleof 75 floors,Semi Furnished,,2.0,,0.0,Yes
3 BHK Flat,0.66,Naigaon East,999.0,6560.0,Ready to move,,unknown,,795.0,3.0,2.0,2.0,Yes
3 BHK Flat,0.63,Naigaon East,999.0,6330.0,Ready to move,,unknown,,795.0,3.0,2.0,2.0,Yes
3 BHK Flat,1.59,Mira Road East,1420.0,11180.0,Ready to move,,unknown,,948.0,3.0,3.0,4.0,Yes
1 BHK Flat,1.16,Malad West,830.0,14030.0,Ready to move,,unknown,,580.0,1.0,2.0,1.0,no
2 BHK Flat,4.7,Dadar West,800.0,58750.0,2 BHK,,Higherof 19 floors,Semi Furnished,695.0,2.0,2.0,0.0,Yes
3 BHK Flat,10.8,Dadar West,1800.0,60000.0,3 BHK,,Middleof 16 floors,Semi Furnished,,3.0,1.0,,Yes
3 BHK Flat,9.25,Mahalakshmi,2200.0,42050.0,2 Year Old,2.0,Higherof 67 floors,Semi Furnished,,3.0,1.0,,Yes
3 BHK Flat,7.72,Dadar West,1350.0,57190.0,3 BHK,,Middleof 20 floors,Semi Furnished,1288.0,3.0,3.0,1.0,Yes
2 BHK Flat,1.47,Goregaon West,800.0,18370.0,2 BHK,,Middleof 23 floors,Unfurnished,698.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.99,Kurla East,440.0,22500.0,1 Years Old,1.0,Lowerof 18 floors,Semi Furnished,430.0,1.0,2.0,0.0,Yes
2 BHK Flat,5.78,Dadar West,1350.0,42810.0,2 BHK,,Lowerof 40 floors,Semi Furnished,905.0,2.0,2.0,1.0,Yes
2 BHK Flat,4.54,Dadar West,850.0,53410.0,2 BHK,,Middleof 22 floors,Semi Furnished,770.0,2.0,2.0,1.0,Yes
3 BHK Flat,2.11,Goregaon West,1435.0,14700.0,1 Years Old,1.0,Higherof 19 floors,Unfurnished,1030.0,3.0,2.0,3.0,Yes
2 BHK Flat,2.69,Malad West,1080.0,24910.0,2 Year Old,2.0,Middleof 58 floors,Semi Furnished,805.0,2.0,2.0,1.0,Yes
3 BHK Flat,1.6,Mira Road East,1665.0,9600.0,Ready to move,,unknown,,1058.0,3.0,3.0,2.0,Yes
3 BHK Flat,1.19,Mira Road East,1430.0,8290.0,Ready to move,,unknown,,,3.0,,0.0,no
3 BHK Flat,1.3,Mira Road East,1665.0,7820.0,Ready to move,,unknown,,881.0,3.0,3.0,0.0,no
2 BHK Flat,0.75,Mira Road East,1062.0,7070.0,2 BHK,,Higherof 25 floors,Semi Furnished,601.0,2.0,2.0,0.0,no
1 BHK Flat,0.87,Mira Road East,828.0,10500.0,Ready to move,,unknown,,512.0,1.0,2.0,2.0,Yes
2 BHK Flat,0.78,Mira Road East,850.0,9180.0,Ready to move,,unknown,,625.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.13,Mira Road East,911.0,12400.0,Ready to move,,unknown,,665.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.4,Vasai East,645.0,6270.0,Ready to move,,unknown,,330.0,1.0,1.0,1.0,Yes
1 BHK Flat,0.39,Naigaon East,576.0,6680.0,Ready to move,,unknown,,331.0,1.0,1.0,2.0,Yes
1 BHK Flat,0.4,Vasai East,710.0,5560.0,Ready to move,,unknown,,468.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.39,Vasai East,610.0,6310.0,Ready to move,,unknown,,308.0,1.0,1.0,2.0,Yes
2 BHK Flat,2.0,Ghatkopar West,1020.0,19610.0,1 Years Old,1.0,Higherof 11 floors,Fully Furnished,,2.0,1.0,,Yes
2 BHK Flat,1.99,Ghatkopar West,1010.0,19700.0,1 Years Old,1.0,Higherof 11 floors,Unfurnished,,2.0,1.0,,Yes
2 BHK Flat,1.6,Kandivali East,1100.0,14540.0,1 Years Old,1.0,Higherof 21 floors,Unfurnished,737.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.51,Vasai East,790.0,6480.0,Ready to move,,unknown,,487.0,2.0,2.0,2.0,Yes
2 BHK Flat,0.47,Vasai East,799.0,5940.0,Ready to move,,unknown,,422.0,2.0,1.0,2.0,Yes
2 BHK Flat,1.12,Mira Road East,911.0,12300.0,Ready to move,,unknown,,665.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.4,Naigaon East,650.0,6150.0,Ready to move,,unknown,,365.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.41,Naigaon East,650.0,6230.0,Ready to move,,unknown,,365.0,1.0,2.0,2.0,Yes
3 BHK Flat,2.35,Goregaon East,991.0,23710.0,1 Years Old,1.0,Middleof 8 floors,Unfurnished,826.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.11,Mira Road East,1161.0,9600.0,Ready to move,,unknown,,734.0,2.0,2.0,2.0,no
2 BHK Flat,1.18,Mira Road East,1233.0,9600.0,Ready to move,,unknown,,784.0,2.0,2.0,2.0,Yes
3 BHK Flat,1.81,Mira Road East,1452.0,12450.0,Ready to move,,unknown,,959.0,3.0,2.0,0.0,no
3 BHK Flat,3.85,Powai,2000.0,19250.0,3 BHK,,Middleof 18 floors,Unfurnished,1232.0,3.0,3.0,1.0,Yes
2 BHK Flat,1.15,Mira Road East,1197.0,9600.0,Ready to move,,unknown,,757.0,2.0,2.0,2.0,Yes
3 BHK Flat,1.55,Mira Road East,1611.0,9600.0,Ready to move,,unknown,,1008.0,3.0,3.0,2.0,Yes
1 BHK Flat,1.35,Mulund East,563.0,23980.0,1 Years Old,1.0,Higherof 23 floors,Unfurnished,477.0,1.0,2.0,0.0,Yes
2 BHK Flat,4.2,Mahalakshmi,962.0,43660.0,2 BHK,,Lowerof 63 floors,Semi Furnished,762.0,2.0,2.0,0.0,Yes
3 BHK Flat,5.98,Bandra East,1400.0,42710.0,3 BHK,,Higherof 23 floors,Semi Furnished,1100.0,3.0,4.0,4.0,Yes
3 BHK Flat,8.85,Prabhadevi,1600.0,55310.0,1 Years Old,1.0,Higherof 67 floors,Semi Furnished,1335.0,3.0,4.0,4.0,Yes
2 BHK Flat,5.75,Lower Parel,1200.0,47920.0,2 BHK,,Middleof 76 floors,Semi Furnished,,3.0,3.0,,Yes
2 BHK Flat,2.2,Kandivali West,950.0,23160.0,2 BHK,,Middleof 18 floors,Semi Furnished,,3.0,3.0,,Yes
2 BHK Flat,2.35,Chembur,1100.0,21360.0,4 Year Old,4.0,Middleof 11 floors,Unfurnished,650.0,2.0,2.0,0.0,Yes
2 BHK Flat,3.7,Tardeo,904.0,40930.0,2 BHK,,Middleof 43 floors,Semi Furnished,,2.0,,0.0,Yes
2 BHK Flat,3.99,Tardeo,997.0,40020.0,2 BHK,,Middleof 43 floors,Semi Furnished,,2.0,,0.0,Yes
2 BHK Flat,1.0,Bhandup West,595.0,16810.0,2 BHK,,Middleof 39 floors,Semi Furnished,495.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.43,Vasai East,480.0,9060.0,1 BHK,,Middleof 24 floors,Fully Furnished,,2.0,,,Yes
2 BHK Flat,1.33,Mira Road East,1415.0,9400.0,2 BHK,,Lowerof 37 floors,Semi Furnished,,2.0,3.0,,Yes
1 BHK Flat,0.38,Vasai East,650.0,5850.0,1 BHK,,Middleof 23 floors,Unfurnished,425.0,1.0,1.0,0.0,Yes
2 BHK Flat,2.3,Goregaon East,840.0,27380.0,Ready to move,,unknown,,,2.0,,0.0,Yes
1 BHK Flat,0.68,Vikhroli East,391.0,17460.0,1 BHK,,Lowerof 23 floors,Unfurnished,391.0,1.0,2.0,0.0,no
1 BHK Flat,0.76,Vikhroli East,428.0,17670.0,1 BHK,,Lowerof 23 floors,Unfurnished,428.0,1.0,2.0,0.0,no
3 BHK Flat,1.9,Bhandup West,1100.0,17270.0,3 BHK,,Higherof 22 floors,Unfurnished,860.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.25,Vikhroli East,550.0,22730.0,2 BHK,,Higherof 30 floors,Unfurnished,550.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.7,Vikhroli East,374.0,18710.0,1 BHK,,Lowerof 22 floors,Unfurnished,374.0,1.0,2.0,0.0,no
1 BHK Flat,0.7,Vikhroli East,376.0,18750.0,1 BHK,,Lowerof 22 floors,Unfurnished,376.0,1.0,2.0,0.0,no
1 BHK Flat,0.72,Vikhroli East,379.0,18890.0,1 BHK,,Middleof 23 floors,Unfurnished,379.0,1.0,2.0,0.0,no
1 BHK Flat,0.77,Vikhroli East,435.0,17760.0,1 BHK,,Middleof 22 floors,Unfurnished,435.0,1.0,2.0,0.0,no
1 BHK Flat,0.76,Vikhroli East,391.0,19370.0,1 BHK,,Middleof 22 floors,Unfurnished,391.0,1.0,2.0,0.0,no
1 BHK Flat,0.77,Vikhroli East,409.0,18910.0,1 BHK,,Middleof 22 floors,Unfurnished,409.0,1.0,2.0,0.0,no
2 BHK Flat,1.05,Bhandup West,650.0,16149.999999999998,2 BHK,,Higherof 22 floors,Semi Furnished,500.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.67,Vikhroli East,375.0,17920.0,1 BHK,,Lowerof 22 floors,Unfurnished,375.0,1.0,2.0,0.0,no
1 BHK Flat,0.72,Vikhroli East,383.0,18680.0,1 BHK,,Middleof 21 floors,Unfurnished,383.0,1.0,2.0,0.0,no
1 BHK Flat,0.74,Vikhroli East,397.0,18570.0,1 BHK,,Middleof 21 floors,Unfurnished,397.0,1.0,2.0,0.0,no
1 BHK Flat,0.73,Vikhroli East,385.0,18980.0,1 BHK,,Middleof 22 floors,Unfurnished,385.0,1.0,2.0,0.0,no
1 BHK Flat,0.76,Vikhroli East,395.0,19190.0,1 BHK,,Higherof 23 floors,Unfurnished,395.0,1.0,2.0,0.0,no
1 BHK Flat,0.75,Vikhroli East,416.0,18000.0,1 BHK,,Higherof 22 floors,Unfurnished,416.0,1.0,2.0,0.0,no
1 BHK Flat,0.74,Vikhroli East,380.0,19430.0,1 BHK,,Higherof 22 floors,Unfurnished,380.0,1.0,2.0,0.0,no
1 BHK Flat,0.73,Vikhroli East,351.0,20930.0,1 BHK,,Lowerof 22 floors,Unfurnished,351.0,1.0,2.0,0.0,no
1 BHK Flat,0.86,Vikhroli East,416.0,20750.0,1 BHK,,Middleof 22 floors,Unfurnished,416.0,1.0,2.0,0.0,no
2 BHK Flat,1.38,Ghatkopar East,680.0,20290.0,2 BHK,,Middleof 23 floors,,,2.0,,0.0,Yes
2 BHK Flat,1.48,Wadala,583.0,25420.0,2 BHK,,Lowerof 29 floors,,583.0,2.0,2.0,1.0,Yes
2 BHK Flat,1.86,Wadala,709.0,26250.0,2 BHK,,Lowerof 29 floors,,709.0,2.0,2.0,1.0,Yes
